scode,name,IndustryName,IndustryCode,Listed date,Listed year,year,DYNA,MUNI,liva,rev_entropy,diff_freq1,diff_freq2,cost_freq1,cost_freq2,org_size,esg_rating,esg_score,digi_freq1,digi_freq2,cost_sticky,DYNA_cal,MUNI_cal,liva_cal,rev_entropy_cal,diff_freq1_cal,cost_freq1_cal,org_size_cal,esg_score_cal,digi_freq1_cal,cost_sticky_cal
2116,中国海诚,土木工程建筑业,E48,2007/2/15,2007.0,2017,0.0033,0.1619,-0.242904551,0.651840907764044,0.0021923213943164,0.0038450446986446,0.0061384999040859,0.0107661251562049,12.8819099433877,BB,76.08,8.40689365279529e-05,0.0001373545513411,-0.18942119,0.501,0.39285714285714274,0.3866084264159887,0.6577470767819176,0.05,0.40961209553685346,0.2907195662152085,0.776450511945392,0.05,0.47916218385468884
2116,中国海诚,土木工程建筑业,E48,2007/2/15,2007.0,2018,0.0031,0.1649,-0.18960701,0.604821187380392,0.0033860671662503,0.0058798014362137,0.00646683319456,0.0112294568412936,12.9722001718442,BBB,80.81,0.000557146451636,0.0009227105863676,0.0093483416833925,0.39999999999999997,0.501,0.4300000624716415,0.6191497837968283,0.32681030643095443,0.5263334901435264,0.3156544872648942,0.95,0.5591991085552426,0.49900613796843646
2116,中国海诚,土木工程建筑业,E48,2007/2/15,2007.0,2019,0.0029,0.1678,-0.025478319,0.611941794018662,0.0031787389265242,0.0054020545518951,0.0067483064095883,0.0114682961388594,12.9722623155335,BB,77.96,0.0002606103712068,0.0004454301649019,-0.100689007,0.3,0.6165178571428576,0.5971021743518956,0.6249949087445393,0.26108655345301124,0.6117445744786779,0.31567164912186285,0.9208191126279857,0.2044171138535925,0.4880206711336613
2116,中国海诚,土木工程建筑业,E48,2007/2/15,2007.0,2020,0.0027,0.1706,-0.069022225,0.64258577289482,0.0048657304754865,0.0083066084853582,0.0061591525006159,0.0105146942852637,13.0215815840738,B,74.8,0.0004752851711026,0.0008598357493248,-0.135218978,0.20000000000000012,0.7290178571428573,0.5429973332794226,0.650149771879863,0.6810048920519012,0.41734025711600686,0.329291861278853,0.6781569965870302,0.4875169739142521,0.4845734065842612
2116,中国海诚,土木工程建筑业,E48,2007/2/15,2007.0,2021,0.0026,0.1734,-0.025128427,0.65533895750163,0.0048811935899797,0.0083896158716758,0.0066617547737459,0.0114499788940481,13.0965616003608,B,72.48,0.0010395768739741,0.001881974862979,-0.072510748,0.15000000000000002,0.841517857142857,0.5975369275192511,0.6606185368734787,0.6840037254142817,0.5854810841229887,0.34999865113176887,0.501,0.95,0.49083381897309963
2116,中国海诚,土木工程建筑业,E48,2007/2/15,2007.0,2022,0.0024,0.1761,0.1722680005837985,0.639996322079083,0.0048982562207854,0.0084009409053814,0.0077532398466146,0.0132974893188037,13.3147869608817,B,73.05,0.0014199983095258,0.0025160498018111,0.17900366591108,0.05,0.95,0.8428089603657152,0.648024157542092,0.6873127603782672,0.9166846183561647,0.4102646647264672,0.54377133105802,0.95,0.6441599518599544
2116,中国海诚,土木工程建筑业,E48,2007/2/15,2007.0,2023,0.0023,0.1788,-0.069729508,0.624402074182887,0.0056061667834618,0.0096471639124609,0.0079420696099042,0.013666815542653,13.2568256191558,BB,77.93,0.0011262787957159,0.0020262854248163,0.0946834695644202,0.05,0.95,0.5421185091723647,0.6352232359283415,0.824601132256328,0.95,0.3942578220749895,0.9185153583617751,0.95,0.5680448485663316
2140,东华科技,土木工程建筑业,E48,2007/7/12,2007.0,2014,0.0041,0.1523,-0.217160533,0.3560755133081,0.0052519369767562,0.009008607233644,0.0082679007851905,0.0141818668331624,13.2609700993379,B,71.06,0.0003147829630329,0.0005833732619685,-0.03777616,0.7400000000000002,0.05,0.40756764965043724,0.375474351415659,0.7559037063421982,0.95,0.3954023787772959,0.3665970772442589,0.2758565803048767,0.494301511252668
2140,东华科技,土木工程建筑业,E48,2007/7/12,2007.0,2015,0.0038,0.1556,1.6749466245125584,0.165848890420491,0.0057173248238266,0.0099064645440722,0.0082435846297035,0.0142837395751739,13.2609700993379,B,70.22,0.0002528505893826,0.0004034620889729,-0.130357084,0.65,0.16785714285714276,0.95,0.14681568371791587,0.8461585255026487,0.95,0.3954023787772959,0.28768267223382027,0.19418399310724238,0.4850587888288377
2140,东华科技,土木工程建筑业,E48,2007/7/12,2007.0,2016,0.0035,0.1588,1.172710861848146,0.358503148432358,0.0054342598826584,0.0094513215122114,0.0074059824949504,0.0128805620608899,13.2787000954873,BB,75.27,0.0003113206001387,0.0004923300165837,-0.275322402,0.56,0.28214285714285736,0.95,0.3783924488130828,0.7912624313381296,0.8113117964838942,0.40029876747576426,0.7142491467576786,0.2712906300801506,0.47058632368735454
2140,东华科技,土木工程建筑业,E48,2007/7/12,2007.0,2017,0.0033,0.1619,-2.162551579,0.494031655904361,0.0064876554334114,0.0111601953034178,0.0080870427103982,0.0139114934511354,13.331232220322,BB,76.48,0.0004565491982488,0.0007292882147024,-0.175676661,0.501,0.39285714285714274,0.05,0.5282054742354321,0.95,0.95,0.41480625524844794,0.8071672354948806,0.4628091307226635,0.4805343549338335
2140,东华科技,土木工程建筑业,E48,2007/7/12,2007.0,2018,0.0031,0.1649,-0.257107502,0.558513920947132,0.0080323907790766,0.0137394347842276,0.008315374736063,0.0142234799121272,13.2932221512823,BB,77.13,0.0005964822097968,0.0009711344113188,0.178821597141031,0.39999999999999997,0.501,0.3750452422775635,0.581137326145452,0.95,0.95,0.40430923816475933,0.8570819112627981,0.5913647158661278,0.6439955999746498
2140,东华科技,土木工程建筑业,E48,2007/7/12,2007.0,2019,0.0029,0.1678,0.6162159827154549,0.61551121685004,0.0090597982708933,0.0154289745713322,0.0076188760806916,0.0129750621146591,13.4110802863366,BBB,83.6,0.0006830823276843,0.0011016032261237,0.0078145221110448,0.3,0.6165178571428576,0.95,0.6279249571941312,0.95,0.8759128705304113,0.436857425746963,0.95,0.6621793007448202,0.4988530106508105
2140,东华科技,土木工程建筑业,E48,2007/7/12,2007.0,2020,0.0027,0.1706,-1.016302496,0.313914431062181,0.0091560131451475,0.0155544081579966,0.0084341697851566,0.0143281270169098,13.6090659234245,BBB,80.26,0.0008668087618872,0.0014351081530782,-0.003932216,0.20000000000000012,0.7290178571428573,0.05,0.3247953415656934,0.95,0.95,0.491533954028614,0.95,0.8124159457598119,0.49768028699398226
2140,东华科技,土木工程建筑业,E48,2007/7/12,2007.0,2021,0.0026,0.1734,-0.42089853,0.241080761075807,0.0077841297235105,0.0134005942064868,0.0077481753137022,0.0133386976974499,13.807638514215,BB,76.74,0.0006618697239113,0.0011098563028155,-0.005137299,0.15000000000000002,0.841517857142857,0.24169648841747005,0.23724687074801493,0.95,0.9151478211598287,0.5232829554967432,0.8271331058020471,0.6448333459467841,0.49755997875784197
2140,东华科技,土木工程建筑业,E48,2007/7/12,2007.0,2022,0.0024,0.1761,-0.419168307,0.505168163438166,0.0089598753408648,0.0153458890607467,0.0075787087863441,0.0129803172292482,13.9766057278738,BB,75.34,0.0008375904559963,0.0014093180043549,0.0057674645773199,0.05,0.95,0.24310513139240802,0.5373471501238827,0.95,0.8637243851546919,0.5467115673277575,0.7196245733788396,0.7885235740980246,0.49864864474310117
2140,东华科技,土木工程建筑业,E48,2007/7/12,2007.0,2023,0.0023,0.1788,-0.158631935,0.417231039625855,0.0090445107978612,0.0154210448423857,0.0082806749531282,0.0141186917270978,14.1757393519529,B,74.58,0.001042108773419,0.001722982074721,0.0859111784201031,0.05,0.95,0.4552180960990569,0.4489853088090103,0.95,0.95,0.5743229854249595,0.6612627986348119,0.95,0.5601261781231753
2163,海南发展,建筑装饰和其他建筑业,E50,2007/8/23,2007.0,2014,0.0067,0.1389,-0.217039679,0.603507969775167,0.0039341805351734,0.0068766031763357,0.0082742685858806,0.0144626971565792,13.4617579276945,CCC,65.02,0.0003300854469341,0.000599745724345,1.22912307372775,0.95,0.05,0.4076660416716352,0.6180717968532975,0.5003451005873235,0.95,0.45085277173118876,0.05,0.2960365504416276,0.95
2163,海南发展,建筑装饰和其他建筑业,E50,2007/8/23,2007.0,2015,0.0061,0.1425,0.5188430936552104,0.603507969775167,0.0034211312983691,0.005980722331901,0.0083369316105889,0.0145743816049239,13.4246125637683,CC,62.78,0.0003899385604462,0.0006989903357308,-0.326322868,0.95,0.05,0.95,0.6180717968532975,0.3379257548657962,0.95,0.44059455517004803,0.05,0.3749671378589437,0.46549474401459173
2163,海南发展,建筑装饰和其他建筑业,E50,2007/8/23,2007.0,2016,0.0056,0.146,-0.259644233,0.603507969775167,0.0042037242912729,0.0073142718974793,0.0089285714285714,0.0155352717161337,13.4218956694035,CC,62.74,0.0004487210051203,0.0007970894150984,0.396275347587326,0.95,0.05,0.3729799892422857,0.6180717968532975,0.5526189687506854,0.95,0.43984424644179815,0.05,0.4524857933757468,0.8402891974036494
2163,海南发展,建筑装饰和其他建筑业,E50,2007/8/23,2007.0,2017,0.0052,0.1494,-0.379858677,0.603507969775167,0.0042943361188486,0.0076907087923508,0.0098073351903435,0.0175639160257743,13.0520531388939,CC,62.59,0.0005189204538968,0.0009074037969833,0.215424863700965,0.95,0.05,0.2751086558785072,0.6180717968532975,0.570191739855741,0.95,0.33770701125343094,0.05,0.5279409737223105,0.6770370483559991
2163,海南发展,建筑装饰和其他建筑业,E50,2007/8/23,2007.0,2018,0.0048,0.1527,-0.241517238,0.603507969775167,0.0035169271231536,0.0062165522460673,0.0094804122450227,0.0167576625763555,13.0432277778997,C,46.41,0.000577892861847,0.0010057061222167,0.4691150173596,0.95,0.0642857142857147,0.3877378927977731,0.6180717968532975,0.36829335521185863,0.95,0.33526976324346086,0.05,0.5761638478957082,0.9060409298331675
2163,海南发展,建筑装饰和其他建筑业,E50,2007/8/23,2007.0,2019,0.0045,0.1559,-0.070620741,0.603507969775167,0.0035222731981648,0.0061750817290228,0.0092644664792067,0.0162420216906232,13.2743286843617,C,50.6,0.0006294039570744,0.0010960254256989,-0.22300745,0.8600000000000001,0.17857142857142927,0.5410111206936292,0.6180717968532975,0.3699880790656947,0.95,0.3990915405902429,0.05,0.6182854629022121,0.47580913373353656
2163,海南发展,建筑装饰和其他建筑业,E50,2007/8/23,2007.0,2020,0.0042,0.159,1.235666271464202,0.603507969775167,0.003815163852746,0.0066756339361331,0.0075449135893858,0.0132018133811588,13.2717794044298,C,57.68,0.0005580543991428,0.001017149134406,0.169310288371539,0.77,0.2892857142857147,0.95,0.6180717968532975,0.46283540684252716,0.8534694682979024,0.3983875209535432,0.05,0.5599415547245331,0.635409824788939
2163,海南发展,建筑装饰和其他建筑业,E50,2007/8/23,2007.0,2021,0.004,0.162,-0.875941253,0.6246361543359,0.0038955782657087,0.0067410811993871,0.0086512192654052,0.0149704530531845,13.3477353427411,CCC,68.85,0.0004749358836557,0.0008491164719657,-0.04994644,0.7100000000000001,0.39642857142857196,0.05,0.6354153863744548,0.4883270476359327,0.95,0.41936382544876916,0.158977035490605,0.48705635521384416,0.4930865037219558
2163,海南发展,建筑装饰和其他建筑业,E50,2007/8/23,2007.0,2022,0.0038,0.1649,0.0661919123375397,0.680999143265411,0.0050887195609314,0.0088319615277906,0.0091383812010443,0.0158605382410062,13.3707913914376,CCC,66.84,0.0004728803139925,0.0008468754998917,-0.397373996,0.65,0.501,0.7110056743639162,0.6816823309559469,0.724250197463882,0.95,0.42573107873622656,0.05,0.48434559696797963,0.45840142688584895
2163,海南发展,建筑装饰和其他建筑业,E50,2007/8/23,2007.0,2023,0.0036,0.1678,-0.337029529,0.653993265225586,0.0049691960550668,0.0086195523110075,0.0096341556169662,0.0167113769295044,13.3295314120906,B,70.07,0.0004282314043002,0.0007792537286384,-0.664764269,0.59,0.6165178571428576,0.3099775591659907,0.6595138922983421,0.7010704507748786,0.95,0.4143365530481586,0.2735908141962415,0.42546537398937906,0.4317067908270079
2307,北新路桥,土木工程建筑业,E48,2009/11/11,2009.0,2014,0.0041,0.1523,-0.217160533,0.352468384333384,0.0023733272332151,0.0042050866349174,0.0064909070113233,0.0115006586280272,14.0551613434958,CCC,66.36,0.0003147829630329,0.0005833732619685,-0.066193114,0.7400000000000002,0.05,0.40756764965043724,0.37113846355174096,0.05,0.5336385219691387,0.5576039113849347,0.05,0.2758565803048767,0.4914645335405774
2307,北新路桥,土木工程建筑业,E48,2009/11/11,2009.0,2015,0.0038,0.1556,-0.104739592,0.330281202603824,0.0023487000218483,0.0041608205525182,0.0070461000655451,0.0124824616575548,14.0551613434958,CCC,67.85,3.11584719885337e-05,5.73241105208851e-05,0.0103875295109638,0.65,0.16785714285714276,0.4990939839874382,0.3444687401595198,0.05,0.7021079828081067,0.5576039113849347,0.06503131524008317,0.05,0.4991098842286969
2307,北新路桥,土木工程建筑业,E48,2009/11/11,2009.0,2016,0.0035,0.1588,-0.373970685,0.387924771578626,0.0022242469718083,0.003965789096469,0.0059491906956801,0.0106072913182665,14.2453965762825,CCC,68.61,0.0001379394905434,0.0002522704339051,0.0327831199729592,0.56,0.28214285714285736,0.279902303036874,0.413758209125747,0.05,0.33877295679434605,0.5839814986637442,0.13643006263048021,0.05,0.512167944725938
2307,北新路桥,土木工程建筑业,E48,2009/11/11,2009.0,2017,0.0033,0.1619,0.1255046962257708,0.4262615158417,0.0030487804878048,0.0054966290204835,0.0054544588414634,0.0098338128569588,14.4843896840728,CCC,68.91,0.0001123621807626,0.0001982013229938,-0.023159087,0.501,0.39285714285714274,0.7847039031318792,0.4598402387281061,0.21988928898447108,0.15364525615936186,0.6171197426547559,0.16461377870563648,0.05,0.49576079187496847
2307,北新路桥,土木工程建筑业,E48,2009/11/11,2009.0,2018,0.0031,0.1649,-0.158972911,0.39147059435533,0.0032909842338894,0.0058974124531407,0.0057145772743507,0.0102404681356862,14.6422232019141,B,70.08,0.0001473245855268,0.0002664393051262,-0.001504276,0.39999999999999997,0.501,0.4549404940517933,0.4180204049199313,0.29666869539349,0.2509810694140884,0.6390045813956868,0.27453027139874714,0.05502282030615814,0.49792267791548256
2307,北新路桥,土木工程建筑业,E48,2009/11/11,2009.0,2019,0.0029,0.1678,-0.084364969,0.652013479966884,0.0031753907219052,0.0056707425128477,0.005160009923096,0.0092149565833776,14.8298382049508,B,70.11,0.0002599605954465,0.0004897285872619,0.0134795318909202,0.3,0.6165178571428576,0.5239334319900978,0.6578887369155753,0.26002516126837927,0.05,0.6650188535413915,0.27734864300626294,0.20356022973444565,0.4994185711427718
2307,北新路桥,土木工程建筑业,E48,2009/11/11,2009.0,2020,0.0027,0.1706,-0.200718314,0.769672975866462,0.0028638316248835,0.0051685946345065,0.0050685273995954,0.0091475920912298,15.220600443072,CCC,66.69,7.55692886410963e-05,0.0001400048223883,-0.154526773,0.20000000000000012,0.7290178571428573,0.4209539104311239,0.7544724256032026,0.16125987411918485,0.05,0.7192010620120062,0.05,0.05,0.4826458324999799
2307,北新路桥,土木工程建筑业,E48,2009/11/11,2009.0,2021,0.0026,0.1734,-0.123472772,0.870771605119619,0.0031380252000191,0.0056182184672127,0.0057490538015618,0.0102929193292448,15.3348614723011,B,72.45,0.000313355471317,0.0005855562784645,0.0437439044321613,0.15000000000000002,0.841517857142857,0.4838425612487225,0.8374617199213316,0.24818016449621588,0.2638821190515243,0.7350442379942205,0.4971816283924842,0.2739740924432124,0.5220621489313146
2307,北新路桥,土木工程建筑业,E48,2009/11/11,2009.0,2022,0.0024,0.1761,0.1609606263624558,0.743987753584527,0.0036946392431872,0.0064835845550278,0.0061420435826234,0.0107784431137725,15.4478055149703,B,72.57,0.0001501864815479,0.0002867292161141,0.467372396852617,0.05,0.95,0.8287591485460607,0.7333880796795361,0.4246286981140372,0.41093813317490996,0.7507048035975901,0.506911262798634,0.05879691192508514,0.904467881552477
2307,北新路桥,土木工程建筑业,E48,2009/11/11,2009.0,2023,0.0023,0.1788,-0.212803157,0.472192079686094,0.0040551901488551,0.0071066429778567,0.0057613372236783,0.0100966330112233,15.5062557299985,B,73.14,0.0001696338084529,0.0003298264605392,0.0704651162449917,0.05,0.95,0.4111151617870598,0.5102779213897601,0.523813055043525,0.26847855179175467,0.7588093782643672,0.5506825938566551,0.08444284488056808,0.5461831529776355
2323,雅博股份,建筑装饰和其他建筑业,E50,2009/12/18,2009.0,2014,0.0067,0.1389,-0.217039679,0.992660543327164,0.002769686261401,0.0048260941920452,0.0075927606131512,0.0132301547678482,11.2847127631574,B,72.04,0.0003147829630329,0.0005833732619685,-0.246793783,0.95,0.05,0.4076660416716352,0.9375172502658669,0.13141547558612987,0.8679883140132993,0.05,0.45866388308977063,0.2758565803048767,0.47343444936119433
2323,雅博股份,建筑装饰和其他建筑业,E50,2009/12/18,2009.0,2015,0.0061,0.1425,0.5011003417386434,0.992660543327164,0.0035565366691194,0.0063797022805602,0.0067860354836072,0.012172765270954,11.2847127631574,CCC,67.97,0.000456485928423,0.0007701908209258,-0.039018356,0.95,0.05,0.95,0.9375172502658669,0.3808497152044188,0.6231931988978484,0.05,0.07630480167014622,0.46272569438621997,0.4941774978779042
2323,雅博股份,建筑装饰和其他建筑业,E50,2009/12/18,2009.0,2016,0.0056,0.146,-0.292792813,0.992660543327164,0.0051306658792263,0.0091016238868517,0.0066809390225896,0.0118517548454688,12.2281356387245,CC,63.12,0.0004858449807452,0.0008368091689703,-0.112833757,0.95,0.05,0.34599241923184765,0.9375172502658669,0.7323850411130763,0.591302410659267,0.11017056385063857,0.05,0.5008945220772952,0.4868082123645437
2323,雅博股份,建筑装饰和其他建筑业,E50,2009/12/18,2009.0,2017,0.0052,0.1494,-0.354080117,0.992660543327164,0.0062757044935262,0.0110752688172043,0.0064889565879664,0.0114516129032258,12.4898935830438,C,58.21,0.0005364026924643,0.0009261084265748,-0.186649157,0.95,0.05,0.29609600112129814,0.9375172502658669,0.95,0.5330466796021531,0.1824587149308448,0.05,0.5422365370206889,0.47943892695101725
2323,雅博股份,建筑装饰和其他建筑业,E50,2009/12/18,2009.0,2018,0.0048,0.1527,-0.262768212,0.992660543327164,0.0038812942227107,0.0070195055286371,0.0058734629387923,0.0106224375698845,12.0102559050929,C,56.11,0.0006100165899345,0.0010400760018324,-0.949475892,0.95,0.0642857142857147,0.37043663438444147,0.9375172502658669,0.4837989577106668,0.3104357769920064,0.05,0.05,0.6024320392650027,0.4032828954009131
2323,雅博股份,建筑装饰和其他建筑业,E50,2009/12/18,2009.0,2019,0.0045,0.1559,-0.101435492,0.992660543327164,0.0033158240315167,0.0058293893570356,0.005876559422193,0.0103312940090038,11.941012756824,C,48.68,0.0006708678918034,0.0011403885967837,-1.712302626,0.8600000000000001,0.17857142857142927,0.502722704272217,0.9375172502658669,0.30454299522565736,0.3115944750769186,0.05,0.05,0.6521913211954508,0.327126863950643
2323,雅博股份,建筑装饰和其他建筑业,E50,2009/12/18,2009.0,2020,0.0042,0.159,-0.05234047,0.992660543327164,0.0031133452245824,0.0054888507718696,0.0065509972433922,0.0115494568324757,11.856120405657,C,52.89,0.0007322058581711,0.0012412218847315,-1.200958993,0.77,0.2892857142857147,0.5637250030269398,0.9375172502658669,0.24035652883883385,0.5518724838700594,0.05,0.05,0.7023485580628943,0.37817633568644
2323,雅博股份,建筑装饰和其他建筑业,E50,2009/12/18,2009.0,2021,0.004,0.162,-0.046033776,0.992660543327164,0.0038311935191413,0.0067518812493557,0.0067557687245927,0.0119059890732914,11.5116861238642,CCC,65.33,0.0008016151521578,0.0013506908627166,-4.488179684,0.7100000000000001,0.39642857142857196,0.5715612930594123,0.9375172502658669,0.46791686528675713,0.6140089619306498,0.05,0.05,0.7591058750307128,0.05
2323,雅博股份,建筑装饰和其他建筑业,E50,2009/12/18,2009.0,2022,0.0038,0.1649,-0.058515996,0.992660543327164,0.0047034230467729,0.0082877167851844,0.0076067706065093,0.0134035913439402,11.6668882596082,B,71.67,0.0008796179944709,0.0014497856388376,-1.080027126,0.65,0.501,0.5560516938670099,0.9375172502658669,0.6495278611857993,0.8722395488035198,0.05,0.42390396659707713,0.8228903020327178,0.390249445681287
2323,雅博股份,建筑装饰和其他建筑业,E50,2009/12/18,2009.0,2023,0.0036,0.1678,-0.083349051,0.755198120647227,0.0065780783557445,0.0114969064548896,0.0074762898581354,0.0130667651676055,11.7464881916366,BB,75.26,0.0013758878592596,0.002226874762086,-0.111989812,0.59,0.6165178571428576,0.5251957459849118,0.742590384977376,0.95,0.8326460755760359,0.05,0.713481228668942,0.95,0.48689246675561004
2325,*ST 洪涛,建筑装饰和其他建筑业,E50,2009/12/11 0:00,2009.0,2014,0.0067,0.1389,-0.217039679,0.379551279819014,0.0059075564788366,0.0102662454873646,0.0064593612048818,0.0112251805054152,13.4204341900755,B,71.0212962962963,0.0003147829630329,0.0005833732619685,-0.228887817,0.95,0.05,0.4076660416716352,0.4036929961672951,0.8830510308175188,0.5240661669792532,0.4394406382963498,0.3629610299234517,0.2758565803048767,0.47522207327245
2325,*ST 洪涛,建筑装饰和其他建筑业,E50,2009/12/11 0:00,2009.0,2015,0.0061,0.1425,1.147588774091148,0.379551279819014,0.0073445612257819,0.0128325681730184,0.0063315182980878,0.0110625587698435,13.4204341900755,B,71.0212962962963,0.000390068501003,0.0006991293619759,-0.228887817,0.95,0.05,0.95,0.4036929961672951,0.95,0.48183920433785143,0.4394406382963498,0.3629610299234517,0.3751384954354461,0.47522207327245
2325,*ST 洪涛,建筑装饰和其他建筑业,E50,2009/12/11 0:00,2009.0,2016,0.0056,0.146,-1.240657672,0.379551279819014,0.0076609483159594,0.0133926436121873,0.0060466770636679,0.0105706222796193,13.7316169363191,B,71.0212962962963,0.0004390891825865,0.0007867841174049,-0.228887817,0.95,0.05,0.05,0.4036929961672951,0.95,0.3752521666835324,0.512741975381507,0.3629610299234517,0.43978394102618634,0.47522207327245
2325,*ST 洪涛,建筑装饰和其他建筑业,E50,2009/12/11 0:00,2009.0,2017,0.0052,0.1494,-0.735918918,0.379551279819014,0.0063494294885312,0.0111992726671626,0.0055762517279351,0.0098355235969914,13.9279044270399,B,71.0212962962963,0.0004916829178455,0.0008782617611473,-0.228887817,0.95,0.05,0.05,0.4036929961672951,0.95,0.19921991813842949,0.5399587550620185,0.3629610299234517,0.5056683157208872,0.47522207327245
2325,*ST 洪涛,建筑装饰和其他建筑业,E50,2009/12/11 0:00,2009.0,2018,0.0048,0.1527,-0.272062275,0.379551279819014,0.0065657242395819,0.0116012942940573,0.0054044396802001,0.0095493646910267,13.9880739858091,B,71.0212962962963,0.0005485096971486,0.0009742684313404,-0.228887817,0.95,0.0642857142857147,0.36286997011423977,0.4036929961672951,0.95,0.13492818299449283,0.5483017300446895,0.3629610299234517,0.5521366680107743,0.47522207327245
2325,*ST 洪涛,建筑装饰和其他建筑业,E50,2009/12/11 0:00,2009.0,2019,0.0045,0.1559,-0.063118788,0.379551279819014,0.0051480313358429,0.0090984284532671,0.0063485603825414,0.0112201963534362,13.971636585177,B,71.0212962962963,0.0006077188270251,0.0010728240305428,-0.228887817,0.8600000000000001,0.17857142857142927,0.5503325622473144,0.4036929961672951,0.735752804488154,0.48821631929827264,0.5460225572360641,0.3629610299234517,0.600553114264113,0.47522207327245
2325,*ST 洪涛,建筑装饰和其他建筑业,E50,2009/12/11 0:00,2009.0,2020,0.0042,0.159,-0.122840012,0.379551279819014,0.0051570164772965,0.0091432819178591,0.0065825332271183,0.0116706931797064,14.0234673001604,B,71.0212962962963,0.0006648049306693,0.0011691081575231,-0.228887817,0.77,0.2892857142857147,0.48435771619049683,0.4036929961672951,0.7374953345566346,0.5614418582254526,0.5532092869925369,0.3629610299234517,0.6472335210639926,0.47522207327245
2325,*ST 洪涛,建筑装饰和其他建筑业,E50,2009/12/11 0:00,2009.0,2021,0.004,0.162,-0.005875517,0.379551279819014,0.0054136432909492,0.0096080093657906,0.0071423697199918,0.0126761131968835,13.7241350062299,B,71.0212962962963,0.0007328116269355,0.001277076465515,-0.228887817,0.7100000000000001,0.39642857142857196,0.6214593481613641,0.4036929961672951,0.7872641602871513,0.7313203381437157,0.511704547871099,0.3629610299234517,0.7028439068525945,0.47522207327245
2325,*ST 洪涛,建筑装饰和其他建筑业,E50,2009/12/11 0:00,2009.0,2022,0.0038,0.1649,-0.094448856,0.379551279819014,0.0057229877434726,0.0103038075443329,0.0069265345221428,0.0124707026931411,13.6402953439867,B,71.0212962962963,0.0007941168564071,0.0013778747275414,-0.228887817,0.65,0.501,0.5114038462536281,0.4036929961672951,0.8472567617195745,0.6658266524154961,0.5000795298560317,0.3629610299234517,0.7529743741293713,0.47522207327245
2325,*ST 洪涛,建筑装饰和其他建筑业,E50,2009/12/11 0:00,2009.0,2023,0.0036,0.1678,-0.115455808,0.379551279819014,0.0052136097452496,0.0093189647557636,0.0069432433100244,0.0124105644377705,13.4313818148765,B,71.0212962962963,0.000859311677644,0.0014828345489098,-0.228887817,0.59,0.6165178571428576,0.49036948871352376,0.4036929961672951,0.7484707289442611,0.6708968175846758,0.4424639794126704,0.3629610299234517,0.8062854355314948,0.47522207327245
2375,亚厦股份,建筑装饰和其他建筑业,E50,2010/3/23,2010.0,2014,0.0067,0.1389,-0.217039679,0.0728227202616763,0.0051929594402536,0.008935709918638,0.0055209358259538,0.0095000705450783,14.4261593406954,CC,63.52,0.0003147829630329,0.0005833732619685,-0.29974081,0.95,0.05,0.4076660416716352,0.05,0.7444659197195367,0.1785208148664928,0.6090456548939747,0.05,0.2758565803048767,0.4681485367499954
2375,亚厦股份,建筑装饰和其他建筑业,E50,2010/3/23,2010.0,2015,0.0061,0.1425,0.5828554442456872,0.102681387026958,0.0056501892674237,0.0097366780181303,0.0054553551547539,0.0094009305002638,14.4261593406954,CCC,68.1,0.0028108775449464,0.0050379824362102,-0.026091094,0.95,0.05,0.95,0.07088626359520409,0.8331386163225464,0.1539806548548461,0.6090456548939747,0.08851774530271361,0.95,0.49546807793698994
2375,亚厦股份,建筑装饰和其他建筑业,E50,2010/3/23,2010.0,2016,0.0056,0.146,-1.486369528,0.0863941745484119,0.0062824662079469,0.0109018830525273,0.006418450325002,0.0111378545471707,14.4427196436614,CCC,69.57,0.002280966600919,0.0040625275986929,0.247558621452134,0.95,0.05,0.05,0.051308497616281284,0.95,0.5116520457589178,0.6113418690623512,0.22661795407098057,0.95,0.7060439102516589
2375,亚厦股份,建筑装饰和其他建筑业,E50,2010/3/23,2010.0,2017,0.0052,0.1494,-0.84413492,0.104428577392404,0.0063592588715586,0.011088295687885,0.0063592588715586,0.011088295687885,14.5054461272237,B,71.13,0.0014927585330736,0.002661833833607,-0.011035191,0.95,0.05,0.05,0.07298644397538807,0.95,0.4922196731456991,0.6200393814559283,0.37317327766179476,0.95,0.4969711687061975
2375,亚厦股份,建筑装饰和其他建筑业,E50,2010/3/23,2010.0,2018,0.0048,0.1527,-0.369499204,0.168026477016894,0.0064795389967336,0.0112106593154147,0.0073027591151711,0.0126349643923731,14.5534410626174,CCC,69.09,0.0016950902146571,0.0030115539425295,-0.758523982,0.95,0.0642857142857147,0.2835427125668703,0.14943321454704778,0.95,0.7799893816857302,0.6266942506867383,0.18152400835073107,0.95,0.4223463852017951
2375,亚厦股份,建筑装饰和其他建筑业,E50,2010/3/23,2010.0,2019,0.0045,0.1559,-0.07596111,0.159029619645778,0.0060727043496532,0.0105416742659128,0.006913217062408,0.0120007295276309,14.5870125552685,B,74.03,0.0013553369589307,0.0024079234310637,0.130214569437976,0.8600000000000001,0.17857142857142927,0.5343755236019636,0.13861869558688383,0.9150789217672171,0.6617855621240997,0.6313491979565596,0.619027303754266,0.95,0.6001184614632121
